repository,file,ncloc,lines,functions,classes,statements,complexity,cognitive_complexity,duplicated_lines,duplicated_lines_density,duplicated_blocks,comment_lines,comment_lines_density,code_smells,sqale_index,sqale_debt_ratio,violations,blocker_violations,critical_violations,major_violations,minor_violations
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/rtti/JsonPatch.java,134,218,15,4,74,43,26,,,,27,16.8,4,32,0.8,4,,,2,2
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/rtti/JsonPatchApplier.java,114,163,8,1,63,32,35,,,,13,10.2,1,12,0.4,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test/java/ghidra/app/util/bin/format/golang/rtti/JsonPatchApplierTest.java,73,181,6,1,36,6,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/framework/options/JSonProperties.java,14,41,2,1,3,2,,,,,2,12.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/generic/json/JSONToken.java,40,54,10,1,13,10,,,,,4,9.1,4,40,3.3,4,,,,4
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/generic/json/JSONType.java,7,22,0,1,0,0,,,,,5,41.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/JVM/resources/JsrTest.java,19,39,2,1,7,3,2,,,,1,5.0,2,15,2.6,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Processors/JVM/resources/JsrTestRun.java,20,41,2,1,8,3,2,,,,1,4.8,4,26,4.3,4,,,2,2
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/JTreeMouseListenerDelegate.java,142,200,19,1,71,42,27,,,,8,5.3,1,5,0.1,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/pcode/JumpTable.java,281,380,22,3,165,61,56,,,,33,10.5,8,55,0.7,8,,2,,6
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/jung/JungDirectedGraph.java,43,71,7,1,17,11,2,,,,0,0.0,1,2,0.2,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/graphs/JungDirectedVisualGraph.java,11,40,1,1,0,0,,,,,7,38.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/JungLayout.java,20,51,3,1,4,3,,,,,6,23.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/JungLayoutProvider.java,29,69,3,1,5,2,,,,,9,23.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/JungLayoutProviderFactory.java,55,101,2,1,12,4,2,,,,13,19.1,2,7,0.4,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/event/mouse/JungPickingGraphMousePlugin.java,226,408,17,2,111,45,57,,,,76,25.2,5,34,0.5,5,,1,,4
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/jung/JungToGDirectedGraphAdapter.java,209,295,51,1,68,56,4,,,,4,1.9,6,12,0.2,6,,,,6
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/JungWrappingVisualGraphLayoutAdapter.java,187,259,26,1,69,35,13,21,8.1,1,11,5.6,4,32,0.6,4,,,1,3
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test/java/ghidra/JunitTestScan.java,44,77,2,1,25,8,8,,,,2,4.3,5,45,3.4,6,1,,5,
NationalSecurityAgency/ghidra,Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/alloc/JvmLocal.java,70,198,9,1,16,10,1,,,,70,50.0,12,110,5.2,12,,,2,10
NationalSecurityAgency/ghidra,Ghidra/Processors/JVM/src/main/java/ghidra/javaclass/analyzers/JvmSwitchAnalyzer.java,208,277,13,1,102,22,22,17,6.1,1,20,8.8,2,,,2,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/ghidra_scripts/jython_basics.py,22,55,0,0,22,1,1,,,,23,51.1,9,45,6.8,9,,,9,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/main/java/ghidra/jython/JythonCodeCompletionFactory.java,147,302,8,1,63,17,18,,,,72,32.9,8,31,0.7,8,,,5,3
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/test.slow/java/ghidra/jython/JythonCodeCompletionTest.java,96,173,9,1,43,13,4,,,,10,9.4,2,18,0.6,3,,2,1,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/test.slow/java/ghidra/jython/JythonInterpreterTest.java,51,97,6,1,19,6,1,,,,7,12.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/main/java/ghidra/jython/JythonPlugin.java,226,392,22,2,88,34,9,,,,59,20.7,4,11,0.2,4,,,,4
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/main/java/ghidra/jython/JythonPluginExecutionThread.java,58,99,2,1,21,4,6,,,,10,14.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/main/java/ghidra/jython/JythonPluginInputThread.java,53,106,4,1,16,7,8,,,,15,22.1,1,20,1.3,2,,,2,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/test.slow/java/ghidra/jython/JythonPluginTest.java,32,62,3,1,11,3,,,,,2,5.9,1,5,0.5,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/main/java/ghidra/jython/JythonScript.java,122,188,8,1,64,23,25,,,,19,13.5,2,20,0.5,3,,,3,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/main/java/ghidra/jython/JythonScriptExecutionThread.java,39,73,2,1,12,3,6,,,,6,13.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/test.slow/java/ghidra/jython/JythonScriptInfoTest.java,178,237,8,1,83,10,7,195,82.3,8,10,5.3,6,58,1.1,6,,6,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/main/java/ghidra/jython/JythonScriptProvider.java,26,53,3,1,7,3,1,,,,1,3.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/test.slow/java/ghidra/jython/JythonScriptTest.java,84,145,6,1,35,8,4,,,,14,14.3,3,12,0.5,3,,,,3
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/script/JythonStubScriptProvider.java,27,65,4,2,4,4,,,,,8,22.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/src/main/java/ghidra/jython/JythonUtils.java,58,109,2,1,27,7,7,,,,11,15.9,1,5,0.3,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/generic/lsh/KandL.java,59,105,7,1,30,9,3,,,,15,20.3,15,60,3.4,15,,,3,12
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/img3/tag/KBagTag.java,45,70,5,1,16,8,1,,,,0,0.0,9,36,2.7,9,,,1,8
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/KbEnabledState.java,9,33,1,1,5,3,2,,,,4,30.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/dump/pagedump/KdDebuggerData.java,1483,2280,325,1,657,327,2,19,0.8,1,140,8.6,169,350,0.8,169,,,4,165
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/model/KeepTreeState.java,21,42,3,1,6,4,1,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger-agent-dbgeng/data/support/kernel-dbgeng.py,44,76,2,0,42,6,9,,,,14,24.1,4,15,1.1,4,,1,1,1
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/kernel/KernelFileSystem.java,68,109,5,1,24,17,12,,,,4,5.6,2,10,0.5,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/action/KeyBindingData.java,132,232,18,1,62,33,16,,,,35,21.0,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/script/KeyBindingInputDialog.java,65,96,7,1,29,9,2,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/KeyBindingOverrideKeyEventDispatcher.java,255,514,19,1,151,71,49,38,7.4,1,162,38.8,5,22,0.3,5,,1,3,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/KeyBindingPrecedence.java,8,40,0,1,0,0,,,,,8,50.0,4,8,3.3,4,,4,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/script/KeyBindingsInfo.java,27,50,4,1,8,6,2,,,,0,0.0,1,15,1.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/action/KeyBindingsManager.java,219,327,22,1,120,52,34,,,,26,10.6,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/actions/KeyBindingsModel.java,415,600,51,4,225,96,53,,,,37,8.2,5,39,0.3,5,,,2,3
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/dialog/KeyBindingsPanel.java,490,696,43,5,293,88,41,,,,43,8.1,14,127,0.9,14,,3,1,10
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/framework/plugintool/dialog/KeyBindingsTest.java,417,578,36,1,261,74,43,,,,35,7.7,4,49,0.4,4,,1,,3
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/action/KeyBindingType.java,15,82,3,1,3,3,,,,,26,63.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/actions/KeyBindingUtils.java,494,924,33,1,269,112,88,,,,236,32.3,3,18,0.1,3,,1,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/framework/plugintool/dialog/KeyBindingUtilsTest.java,483,762,30,2,308,67,41,,,,71,12.8,13,93,0.6,17,,3,8,6
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/help/help/topics/KeyboardNavigation/KeyboardNavigation.html,78,104,,,,1,,,,,0,0.0,2,10,0.4,3,,,2,1
NationalSecurityAgency/ghidra,Ghidra/Test/IntegrationTest/src/screen/java/help/screenshot/KeyboardNavigationScreenShots.java,19,40,1,1,8,3,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/util/graph/KeyedObject.java,5,26,1,1,0,0,,,,,3,37.5,2,15,10.0,2,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/util/graph/KeyedObjectFactory.java,14,51,3,1,2,3,,,,,14,50.0,7,51,12.1,7,,,1,5
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/actions/KeyEntryDialog.java,156,214,9,1,98,16,8,,,,5,3.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/docking/action/KeyEntryDialogTest.java,179,268,15,1,111,16,,,,,12,6.3,2,7,0.1,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/KeyEntryListener.java,5,26,1,1,0,0,,,,,1,16.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/KeyEntryPanel.java,37,99,7,1,15,8,,,,,17,31.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/KeyEntryTextField.java,106,178,12,2,46,25,12,,,,16,13.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/util/graph/KeyIndexableSet.java,13,71,9,1,0,0,,,,,22,62.9,2,15,3.8,2,,,1,
NationalSecurityAgency/ghidra,Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/path/KeyPath.java,373,661,40,4,174,99,43,,,,121,24.5,14,65,0.6,15,,,4,11
NationalSecurityAgency/ghidra,Ghidra/Debug/Framework-TraceModeling/src/test/java/ghidra/trace/model/target/path/KeyPathTest.java,49,78,11,1,11,11,,,,,0,0.0,1,10,0.7,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/address/KeyRange.java,15,52,3,1,4,4,1,,,,9,37.5,2,20,4.4,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/KeySpan.java,93,192,17,4,24,35,26,,,,40,30.1,9,40,1.4,9,,,8,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/security/KeyStorePasswordProvider.java,4,31,1,1,0,0,,,,,5,55.6,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/DB/src/main/java/db/KeyToRecordIterator.java,51,95,6,1,16,6,2,,,,7,12.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/tables/KeyValueTable.java,108,166,9,1,60,25,12,,,,11,9.2,6,12,0.4,6,,,,6
NationalSecurityAgency/ghidra,Ghidra/Extensions/sample/src/main/java/ghidra/examples/KitchenSinkPlugin.java,111,171,9,1,38,14,2,,,,13,10.5,5,47,1.4,5,,4,,1
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/dump/pagedump/KldrDataTableEntry.java,161,229,29,1,78,29,,29,12.7,2,8,4.7,19,50,1.0,19,,,4,15
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/overview/entropy/KnotLabelPanel.java,53,83,4,1,33,5,1,,,,1,1.9,3,30,1.9,3,,,3,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/overview/entropy/KnotRecord.java,22,58,3,1,7,4,1,,,,9,29.0,5,50,7.6,5,,,,5
NationalSecurityAgency/ghidra,Ghidra/Features/GhidraServer/src/main/java/ghidra/server/security/Krb5ActiveDirectoryAuthenticationModule.java,130,234,9,2,54,25,22,,,,30,18.8,6,28,0.7,7,,1,3,3
NationalSecurityAgency/ghidra,GhidraDocs/GhidraClass/AdvancedDevelopment/contrib/gadc/ghidra_scripts/Lab3Script.java,7,31,1,1,1,1,,,,,5,41.7,1,10,4.8,1,,,,1
NationalSecurityAgency/ghidra,GhidraDocs/GhidraClass/AdvancedDevelopment/contrib/gadc/ghidra_scripts/Lab4Script.java,14,35,1,1,6,3,3,,,,3,17.6,1,10,2.4,1,,,,1
NationalSecurityAgency/ghidra,GhidraDocs/GhidraClass/AdvancedDevelopment/contrib/gadc/ghidra_scripts/Lab5Script.java,31,58,1,1,15,8,11,,,,4,11.4,2,70,7.5,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/generic/Label.java,11,41,3,1,2,3,,,,,4,26.7,1,5,1.5,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Label16MsSymbol.java,16,51,3,1,3,3,,,,,8,33.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Label32MsSymbol.java,16,51,3,1,3,3,,,,,8,33.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Label32StMsSymbol.java,16,51,3,1,3,3,,,,,8,33.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/label/LabelActionTest.java,207,270,6,1,117,27,31,,,,0,0.0,1,21,0.3,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/nodes/LabelCategoryNode.java,80,116,9,1,28,19,12,,,,2,2.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/LabelCodeUnitFormat.java,37,65,3,1,18,6,3,,,,2,5.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/ghidra_scripts/LabelDataScript.java,39,65,1,1,15,9,13,,,,4,9.3,1,10,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/ghidra_scripts/LabelDirectFunctionReferencesScript.java,101,144,4,1,58,25,30,,,,12,10.6,6,32,1.1,6,,1,4,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/LabelFieldFactory.java,316,440,17,1,174,62,48,,,,31,8.9,10,26,0.3,10,,,2,8
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/util/viewer/field/LabelFieldFactoryTest.java,336,511,31,1,209,31,,34,6.7,2,38,10.2,11,109,1.1,11,,8,,3
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/LabelFieldLocation.java,93,191,14,1,39,24,11,,,,42,31.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/LabelFieldMouseHandler.java,60,96,4,1,28,11,7,,,,3,4.8,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/searchtext/databasesearcher/LabelFieldSearcher.java,154,192,12,2,72,32,27,,,,1,0.6,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/LabelFieldSymbolLoader.java,157,238,17,2,83,39,30,,,,9,5.4,2,48,1.0,2,,1,,1
NationalSecurityAgency/ghidra,Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/plugin/core/decompiler/taint/LabelHighlighterMatcher.java,25,62,3,1,6,3,,,,,8,24.2,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/symbol/LabelHistory.java,37,98,6,1,10,6,,,,,16,30.2,1,15,1.4,1,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/label/LabelHistoryAction.java,58,86,4,1,21,8,6,,,,0,0.0,1,1,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/symbol/LabelHistoryAdapter.java,63,146,9,1,16,7,9,,,,32,33.7,1,5,0.3,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/symbol/LabelHistoryAdapterNoTable.java,44,103,8,1,7,8,,,,,11,20.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/symbol/LabelHistoryAdapterV0.java,124,196,9,1,58,19,13,,,,13,9.5,2,20,0.5,2,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/label/LabelHistoryDialog.java,39,63,4,1,13,6,2,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/label/LabelHistoryInputDialog.java,100,135,7,1,42,14,6,15,11.1,1,0,0.0,3,9,0.3,3,,,1,2
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/label/LabelHistoryListener.java,6,33,1,1,0,0,,,,,3,33.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/label/LabelHistoryPanel.java,87,139,5,2,38,15,11,,,,11,11.2,3,15,0.6,3,,,2,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/label/LabelHistoryTableModel.java,91,148,12,1,26,20,4,,,,13,12.5,13,42,1.5,13,,1,,11
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/label/LabelHistoryTask.java,73,98,3,1,30,12,19,,,,0,0.0,4,18,0.8,4,,1,2,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/ghidra_scripts/LabelIndirectReferencesScript.java,89,133,2,1,51,17,27,16,12.0,1,10,10.1,7,23,0.9,7,,1,1,5
NationalSecurityAgency/ghidra,Ghidra/Features/Base/ghidra_scripts/LabelIndirectStringReferencesScript.java,81,130,2,1,45,15,23,16,12.3,1,14,14.7,10,36,1.5,10,,1,4,5
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/codebrowser/hover/LabelListingHover.java,70,108,7,1,27,12,5,21,19.4,2,2,2.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/codebrowser/hover/LabelListingHoverPlugin.java,25,51,2,1,4,2,,,,,3,10.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/locationreferences/LabelLocationDescriptor.java,62,93,4,1,23,12,12,33,35.5,3,1,1.6,1,5,0.3,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/test.slow/java/ghidra/feature/vt/api/markupitem/LabelMarkupItemTest.java,600,811,36,2,380,44,8,510,62.9,38,18,2.9,3,147,0.8,3,,2,1,
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/markuptype/LabelMarkupType.java,312,389,22,1,151,68,45,38,9.8,2,13,4.0,4,26,0.3,4,2,,1,1
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/util/LabelMarkupUtils.java,18,38,1,1,7,3,3,,,,0,0.0,1,5,0.9,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/label/LabelMgrPlugin.java,218,308,19,1,120,54,48,,,,24,9.9,1,5,0.1,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Test/IntegrationTest/src/screen/java/help/screenshot/LabelMgrPluginScreenShots.java,74,102,6,1,36,9,,,,,0,0.0,5,31,1.4,5,,,3,1
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/LabelMsType.java,27,75,5,1,6,7,2,,,,13,32.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/help/help/topics/LabelMgrPlugin/Labels.htm,410,540,,,,1,,,,,0,0.0,55,275,2.2,59,,,33,26
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/searchtext/iterators/LabelSearchAddressIterator.java,29,55,5,1,6,5,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/LabelString.java,29,55,5,2,8,5,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghsymbol/LabelSymbol.java,32,60,7,1,10,7,,,,,3,8.6,1,10,1.0,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/LabelSymbolApplier.java,103,215,10,1,47,25,18,,,,60,36.8,4,10,0.3,4,,,2,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/util/table/field/LabelTableColumn.java,65,102,5,1,28,13,9,,,,6,8.5,1,5,0.3,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/test/java/ghidra/graph/graphs/LabelTestVertex.java,24,51,2,1,10,3,1,,,,1,4.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Gui/src/main/java/generic/theme/LafType.java,96,168,11,1,33,27,8,,,,25,20.7,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/Language.java,61,437,47,1,0,0,,,,,188,75.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/LanguageCompilerSpecPair.java,118,253,16,1,54,34,20,17,6.7,1,63,34.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/LanguageCompilerSpecQuery.java,21,49,2,1,6,2,,,,,6,22.2,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/util/constraint/LanguageConstraint.java,49,77,6,1,19,13,10,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/LanguageDescription.java,19,57,13,1,0,0,,,,,5,20.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/generic/LanguageFixupUtil.java,95,155,1,1,53,16,32,,,,28,22.8,7,93,3.3,7,,1,5,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/LanguageID.java,53,92,6,1,25,15,10,18,19.6,2,7,11.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/LanguageName.java,42,73,3,1,7,4,1,,,,4,8.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/LanguageNotFoundException.java,26,76,7,1,7,7,,,,,13,33.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/LanguagePostUpgradeInstructionHandler.java,39,103,4,1,15,7,5,,,,29,42.6,1,2,0.2,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/util/table/projectdata/column/LanguageProjectDataColumn.java,29,53,5,1,5,5,,24,45.3,2,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/LanguageProvider.java,13,71,5,1,1,1,,,,,18,58.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/processors/LanguageProviderPlugin.java,274,342,8,2,114,50,55,,,,10,3.5,4,19,0.2,5,,1,3,1
NationalSecurityAgency/ghidra,Ghidra/Test/IntegrationTest/src/screen/java/help/screenshot/LanguageProviderPluginScreenShots.java,73,100,4,1,28,7,,,,,0,0.0,3,15,0.7,3,,,3,
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/main/help/help/shared/languages.css,5,26,,,,,,,,,19,79.2,,,,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/BSim/src/main/help/help/shared/languages.css,5,26,,,,,,,,,19,79.2,,,,1,,,1,
